filename	ncbi_accession	taxonomy
GCA_000306765.2_ASM30676v2_genomic	GCA_000306765.2	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mediterranei
GCA_000308215.1_ASM30821v1_genomic	GCA_000308215.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus luminyensis
GCA_000309865.1_MMad_1.0_genomic	GCA_000309865.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp000309865
GCA_000317795.1_ASM31779v1_genomic	GCA_000317795.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera lagunensis
GCA_000320505.2_ASM32050v2_genomic	GCA_000320505.2	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B boviskoreani
GCA_000327485.1_ASM32748v1_genomic	GCA_000327485.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula formicica
GCA_000328525.1_ASM32852v1_genomic	GCA_000328525.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax ruber
GCA_000328665.1_ASM32866v1_genomic	GCA_000328665.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans hollandica
GCA_000328685.1_ASM32868v1_genomic	GCA_000328685.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus
GCA_000334895.1_ASM33489v1_genomic	GCA_000334895.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus agarilyticus
GCA_000336615.1_ASM33661v1_genomic	GCA_000336615.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula amylolytica
GCA_000336635.1_ASM33663v1_genomic	GCA_000336635.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula japonica
GCA_000336675.1_ASM33667v1_genomic	GCA_000336675.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus hamelinensis
GCA_000336695.1_ASM33669v1_genomic	GCA_000336695.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus morrhuae
GCA_000336715.1_ASM33671v1_genomic	GCA_000336715.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus thailandensis
GCA_000336755.1_ASM33675v1_genomic	GCA_000336755.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax elongans
GCA_000336775.1_ASM33677v1_genomic	GCA_000336775.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii
GCA_000336815.1_ASM33681v1_genomic	GCA_000336815.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax prahovense
GCA_000336875.1_ASM33687v1_genomic	GCA_000336875.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum californiense
GCA_000336895.1_ASM33689v1_genomic	GCA_000336895.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula argentinensis
GCA_000336915.1_ASM33691v1_genomic	GCA_000336915.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus saccharolyticus
GCA_000336935.1_ASM33693v1_genomic	GCA_000336935.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus salifodinae
GCA_000336955.1_ASM33695v1_genomic	GCA_000336955.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax larsenii
GCA_000336995.1_ASM33699v1_genomic	GCA_000336995.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum aidingense
GCA_000337035.1_ASM33703v1_genomic	GCA_000337035.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum coriense
GCA_000337075.1_ASM33707v1_genomic	GCA_000337075.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum hochstenium
GCA_000337095.1_ASM33709v1_genomic	GCA_000337095.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum pallidum
GCA_000337115.1_ASM33711v1_genomic	GCA_000337115.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema thermotolerans
GCA_000337135.1_ASM33713v1_genomic	GCA_000337135.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrialba;s__Natrialba chahannaoensis
GCA_000337175.1_ASM33717v1_genomic	GCA_000337175.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema gari
GCA_000337195.1_ASM33719v1_genomic	GCA_000337195.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema versiforme
GCA_000337215.1_ASM33721v1_genomic	GCA_000337215.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronolimnohabitans;s__Natronolimnohabitans innermongolicus
GCA_000337335.1_ASM33733v1_genomic	GCA_000337335.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum distributum
GCA_000337355.1_ASM33735v1_genomic	GCA_000337355.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum kocurii
GCA_000337375.1_ASM33737v1_genomic	GCA_000337375.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum lipolyticum
GCA_000337415.1_ASM33741v1_genomic	GCA_000337415.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum tebenquichense
GCA_000337455.1_ASM33745v1_genomic	GCA_000337455.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosimplex;s__Halosimplex carlsbadense
GCA_000337475.1_ASM33747v1_genomic	GCA_000337475.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema limicola
GCA_000337495.1_ASM33749v1_genomic	GCA_000337495.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Haloterrigena;s__Haloterrigena salina
GCA_000337515.1_ASM33751v1_genomic	GCA_000337515.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus
GCA_000337535.1_ASM33753v1_genomic	GCA_000337535.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrialba;s__Natrialba aegyptia
GCA_000337555.1_ASM33755v1_genomic	GCA_000337555.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrialba;s__Natrialba asiatica
GCA_000337575.1_ASM33757v1_genomic	GCA_000337575.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrialba;s__Natrialba hulunbeirensis
GCA_000337595.1_ASM33759v1_genomic	GCA_000337595.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrialba;s__Natrialba taiwanensis
GCA_000337615.1_ASM33761v1_genomic	GCA_000337615.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema pallidum
GCA_000337675.1_ASM33767v1_genomic	GCA_000337675.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus amylolyticus
GCA_000337695.1_ASM33769v1_genomic	GCA_000337695.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus jeotgali
GCA_000337735.1_ASM33773v1_genomic	GCA_000337735.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum sulfidifaciens
GCA_000337775.1_ASM33777v1_genomic	GCA_000337775.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula vallismortis
GCA_000337795.1_ASM33779v1_genomic	GCA_000337795.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax denitrificans
GCA_000337815.1_ASM33781v1_genomic	GCA_000337815.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax mucosum
GCA_000337895.1_ASM33789v1_genomic	GCA_000337895.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halobiforma;s__Halobiforma nitratireducens
GCA_000337915.1_ASM33791v1_genomic	GCA_000337915.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum saccharovorum
GCA_000350305.1_ASM35030v1_genomic	GCA_000350305.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp000350305
GCA_000371805.1_ASM37180v1_genomic	GCA_000371805.1	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A villosus
GCA_000375685.1_ASM37568v1_genomic	GCA_000375685.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Gearchaeales;f__Gearchaeaceae;g__AAA261-N23;s__AAA261-N23 sp000375685
GCA_000376445.1_ASM37644v1_genomic	GCA_000376445.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus paucihalophilus
GCA_000379085.1_ASM37908v1_genomic	GCA_000379085.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium katesii
GCA_000380705.1_ASM38070v1_genomic	GCA_000380705.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Gearchaeales;f__Gearchaeaceae;g__SCGC-AAA471-B05;s__SCGC-AAA471-B05 sp000380705
GCA_000383975.1_ASM38397v1_genomic	GCA_000383975.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum tibetense
GCA_000385565.1_ASM38556v1_genomic	GCA_000385565.1	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sulfaticallidus
GCA_000387965.1_Nst1_genomic	GCA_000387965.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanopusillaceae;g__Nanopusillus;s__Nanopusillus stetteri
GCA_000389735.1_Acd1_genomic	GCA_000389735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp000389735
GCA_000402075.1_ASM40207v1_genomic	GCA_000402075.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp000402075
GCA_000402355.1_ASM40235v1_genomic	GCA_000402355.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__Iainarchaeaceae;g__Iainarchaeum;s__Iainarchaeum andersonii
GCA_000402515.1_ASM40251v1_genomic	GCA_000402515.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__SCGC-AAA011-G17;g__SCGC-AAA011-G17;s__SCGC-AAA011-G17 sp000402515
GCA_000402775.1_ASM40277v1_genomic	GCA_000402775.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__SCGC-AAA252-I15;g__SCGC-AAA252-I15;s__SCGC-AAA252-I15 sp000402775
GCA_000403645.1_ASM40364v1_genomic	GCA_000403645.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Salinarchaeaceae;g__Salinarchaeum;s__Salinarchaeum sp000403645
GCA_000404225.1_ASM40422v1_genomic	GCA_000404225.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis
GCA_000405225.1_ASM40522v1_genomic	GCA_000405225.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__ASMP01;s__ASMP01 sp000405225
GCA_000405245.1_ASM40524v1_genomic	GCA_000405245.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__Aenigmatarchaeaceae;g__Aenigmatarchaeum;s__Aenigmatarchaeum subterraneum
GCA_000405685.1_ASM40568v1_genomic	GCA_000405685.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Geocrenenecus;s__Geocrenenecus sp000405685
GCA_000415965.1_J07B_scf56329a_trim_genomic	GCA_000415965.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi_A
GCA_000415985.1_HQW2_08err_032412a_genomic	GCA_000415985.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi_B
GCA_000416005.1_HQX_031812_genomic	GCA_000416005.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum sp000416005
GCA_000416085.1_J07ABselected_genomic	GCA_000416085.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus sp000416085
GCA_000427685.1_ASM42768v1_genomic	GCA_000427685.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus natans
GCA_000446015.1_ASM44601v1_genomic	GCA_000446015.1	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__Thermofilum adornatum
GCA_000455345.1_Halgo_genomic	GCA_000455345.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halopiger_A;s__Halopiger_A goleimassiliensis
GCA_000455365.1_HdjelfamassiliensisIIH2_genomic	GCA_000455365.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halopiger_B;s__Halopiger_B djelfimassiliensis
GCA_000470655.1_HATI1_genomic	GCA_000470655.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus tiamatea
GCA_000474235.1_ASM47423v1_genomic	GCA_000474235.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halarchaeum;s__Halarchaeum acidiphilum
GCA_000494145.1_Aigarchaeota_archaeon_OTU_1_genomic	GCA_000494145.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__Calditenuis;s__Calditenuis sp000494145
GCA_000494185.1_Aigarchaeota_archaeon_OTU_3_genomic	GCA_000494185.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Calditenuaceae;g__AWOC01;s__AWOC01 sp000494185
GCA_000495475.1_Htyrrel1.0_genomic	GCA_000495475.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum tyrrellense
GCA_000495735.1_Acidilobus_sp._JCHS_genomic	GCA_000495735.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp000495735
GCA_000496135.1_amd_e-plasma_genomic	GCA_000496135.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__GCA-000496135 sp000496135
GCA_000496175.1_A07HR67_11212a_select_genomic	GCA_000496175.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp000496175
GCA_000496195.1_A07HB70_072612b_select_genomic	GCA_000496195.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__A07HB70;s__A07HB70 sp000496195
GCA_000496215.1_A07HN63_021313_select_genomic	GCA_000496215.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halonotius;s__Halonotius sp000496215
GCA_000496235.1_A07HR60_111512_select_genomic	GCA_000496235.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__J07HR59;s__J07HR59 sp000496235
GCA_000499765.1_Methanobacterium_genomic	GCA_000499765.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp000499765
GCA_000504205.1_ASM50420v1_genomic	GCA_000504205.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus tindarius
GCA_000508305.1_ASM50830v1_genomic	GCA_000508305.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus acidocaldarius_A
GCA_000513855.1_ASM51385v1_genomic	GCA_000513855.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus amylolyticus
GCA_000517445.1_ASM51744v1_genomic	GCA_000517445.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_B;s__Thermococcus_B paralvinellae
GCA_000517625.1_ASM51762v1_genomic	GCA_000517625.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii
GCA_000565255.1_Az1_genomic	GCA_000565255.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Aramenus;s__Aramenus sulfurataquae
GCA_000585495.1_ASM58549v1_genomic	GCA_000585495.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus nautili
GCA_000591035.1_ASM59103v1_genomic	GCA_000591035.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Aeropyrum;s__Aeropyrum camini
GCA_000591055.1_ASM59105v1_genomic	GCA_000591055.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas moolapensis
GCA_000621965.1_ASM62196v1_genomic	GCA_000621965.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_B;s__Methanobrevibacter_B wolinii
GCA_000632495.1_AciCop1.0_genomic	GCA_000632495.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus copahuensis
GCA_000685155.1_ANME2D_V10_genomic	GCA_000685155.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens nitroreducens
GCA_000690595.2_ASM69059v2_genomic	GCA_000690595.2	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema mahii
GCA_000691505.2_ASM69150v2_genomic	GCA_000691505.2	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola sp000691505
GCA_000691865.1_MethMaris1.0_genomic	GCA_000691865.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp000691865
GCA_000698785.1_ASM69878v1_genomic	GCA_000698785.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera viennensis
GCA_000710615.1_HAPD43.1_genomic	GCA_000710615.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Haladaptatus;s__Haladaptatus cibarius
GCA_000711215.1_ASM71121v1_genomic	GCA_000711215.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium;s__Methanomicrobium mobile
GCA_000711905.1_ASM71190v1_genomic	GCA_000711905.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales_A;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis
GCA_000723185.1_APF_1883_PRJEB4650_genomic	GCA_000723185.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis uzonensis
GCA_000725425.1_ASM72542v1_genomic	GCA_000725425.1	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Palaeococcus;s__Palaeococcus pacificus
GCA_000730285.1_ASM73028v1_genomic	GCA_000730285.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera evergladensis
GCA_000731985.1_ASM73198v1_genomic	GCA_000731985.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema altunense
GCA_000739065.1_ASM73906v1_genomic	GCA_000739065.1	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus bathoardescens
GCA_000739555.1_ASM73955v1_genomic	GCA_000739555.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina rubra
GCA_000739575.1_ASM73957v1_genomic	GCA_000739575.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus rufus
GCA_000739595.1_ASM73959v1_genomic	GCA_000739595.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum halophilum
GCA_000744455.1_ASM74445v1_genomic	GCA_000744455.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp000744455
